Ticker,Company,Currency,Exchange,Industry,Env_Grade,Env_Level,Soc_Grade,Soc_Level,Gov_Grade,Gov_Level,Env_Score,Soc_Score,Gov_Score,Total_Score,Total_Grade,Total_Level,ESG_Impact_Score,ESG_Risk_Level,Env_Score_Norm,Soc_Score_Norm,Gov_Score_Norm,Total_Score_Norm,Industry_Avg_Score,ESG_Score_Deviation
bsx,Boston Scientific Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,525.0,399.0,300.0,1224.0,A,High,408.0,Low Risk,0.6262042389210019,0.4714003944773176,0.5625,0.6666666666666669,938.7647058823529,285.2352941176471
bx,Blackstone Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,534.0,343.0,320.0,1197.0,BBB,High,399.0,Low Risk,0.6435452793834298,0.3609467455621302,0.6125,0.6378205128205129,909.3333333333334,287.66666666666663
bxp,Boston Properties Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,532.0,339.0,305.0,1176.0,BBB,High,392.0,Low Risk,0.6396917148362236,0.35305719921104545,0.5750000000000001,0.6153846153846155,995.9444444444445,180.05555555555554
sivb,SVB Financial Group,USD,NASDAQ NMS - GLOBAL MARKET,Banking,A,High,BB,Medium,BB,Medium,510.0,340.0,300.0,1150.0,BBB,High,383.3333333333333,Low Risk,0.5973025048169556,0.35502958579881655,0.5625,0.5876068376068376,898.3103448275862,251.68965517241384
c,Citigroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,515.0,300.0,303.0,1118.0,BBB,High,372.6666666666667,Medium Risk,0.6069364161849711,0.27613412228796846,0.5700000000000001,0.5534188034188036,898.3103448275862,219.68965517241384
cat,Caterpillar Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,B,Medium,B,Medium,B,Medium,235.0,239.0,235.0,709.0,B,Medium,236.33333333333334,High Risk,0.0674373795761079,0.15581854043392507,0.4,0.11645299145299148,1048.047619047619,-339.04761904761904
carr,Carrier Global Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,B,Medium,B,Medium,B,Medium,210.0,258.0,226.0,694.0,B,Medium,231.33333333333334,High Risk,0.019267822736030837,0.19329388560157795,0.37750000000000006,0.1004273504273504,1074.2,-380.20000000000005
cbre,CBRE Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,B,Medium,B,Medium,B,Medium,200.0,209.0,200.0,609.0,B,Medium,203.0,High Risk,0.0,0.09664694280078895,0.3125,0.009615384615384581,995.9444444444445,-386.94444444444446
cci,Crown Castle Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.5780346820809248,0.27613412228796846,0.3125,0.4273504273504275,995.9444444444445,4.055555555555543
cday,Ceridian HCM Holding Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,530.0,379.0,320.0,1229.0,A,High,409.6666666666667,Low Risk,0.6358381502890174,0.43195266272189353,0.6125,0.6720085470085472,1031.3174603174602,197.68253968253975
cma,Comerica Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,B,Medium,BB,Medium,B,Medium,280.0,300.0,230.0,810.0,BB,Medium,270.0,High Risk,0.15414258188824664,0.27613412228796846,0.38750000000000007,0.22435897435897434,898.3103448275862,-88.31034482758616
dhi,D R Horton Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,250.0,271.0,205.0,726.0,B,Medium,242.0,High Risk,0.09633911368015413,0.2189349112426036,0.32499999999999996,0.1346153846153847,945.55,-219.54999999999995
dov,Dover Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,A,High,BB,Medium,BB,Medium,500.0,320.0,305.0,1125.0,BBB,High,375.0,Low Risk,0.5780346820809248,0.3155818540433925,0.5750000000000001,0.560897435897436,1048.047619047619,76.95238095238096
dri,Darden Restaurants Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,515.0,309.0,300.0,1124.0,BBB,High,374.6666666666667,Low Risk,0.6069364161849711,0.2938856015779093,0.5625,0.55982905982906,918.8636363636364,205.13636363636363
ce,Celanese Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,500.0,319.0,300.0,1119.0,BBB,High,373.0,Medium Risk,0.5780346820809248,0.3136094674556213,0.5625,0.5544871794871796,1058.8947368421052,60.1052631578948
dg,Dollar General Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,247.0,222.0,200.0,669.0,B,Medium,223.0,High Risk,0.09055876685934489,0.12228796844181461,0.3125,0.07371794871794879,918.5769230769231,-249.5769230769231
cmg,Chipotle Mexican Grill Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,B,Medium,B,Medium,B,Medium,210.0,241.0,213.0,664.0,B,Medium,221.33333333333334,High Risk,0.019267822736030837,0.1597633136094675,0.345,0.06837606837606836,918.8636363636364,-254.86363636363637
dgx,Quest Diagnostics Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,B,Medium,230.0,300.0,205.0,735.0,B,Medium,245.0,High Risk,0.05780346820809246,0.27613412228796846,0.32499999999999996,0.14423076923076927,938.7647058823529,-203.76470588235293
ccl,Carnival Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,515.0,326.0,320.0,1161.0,BBB,High,387.0,Low Risk,0.6069364161849711,0.3274161735700198,0.6125,0.5993589743589743,918.8636363636364,242.13636363636363
chd,Church & Dwight Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,578.0,341.0,348.0,1267.0,A,High,422.3333333333333,Low Risk,0.7283236994219653,0.35700197238658776,0.6825,0.7126068376068376,945.55,321.45000000000005
dow,Dow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,225.0,201.0,200.0,626.0,B,Medium,208.66666666666666,High Risk,0.048169556840077066,0.08086785009861935,0.3125,0.02777777777777779,1058.8947368421052,-432.8947368421052
dfs,Discover Financial Services,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,BB,Medium,BB,Medium,BB,Medium,335.0,321.0,313.0,969.0,BBB,High,323.0,Medium Risk,0.26011560693641617,0.3175542406311637,0.595,0.3942307692307693,909.3333333333334,59.66666666666663
duk,Duke Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,604.0,362.0,328.0,1294.0,A,High,431.3333333333333,Low Risk,0.7784200385356455,0.398422090729783,0.6325000000000001,0.7414529914529916,1190.6333333333334,103.36666666666656
dre,Duke Realty Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Real Estate,A,High,BB,Medium,BB,Medium,540.0,313.0,300.0,1153.0,BBB,High,384.3333333333333,Low Risk,0.6551059730250481,0.3017751479289941,0.5625,0.5908119658119658,995.9444444444445,157.05555555555554
cf,CF Industries Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,525.0,307.0,310.0,1142.0,BBB,High,380.6666666666667,Low Risk,0.6262042389210019,0.28994082840236685,0.5875,0.5790598290598291,1058.8947368421052,83.1052631578948
dvn,Devon Energy Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,570.0,301.0,300.0,1171.0,BBB,High,390.3333333333333,Low Risk,0.7129094412331407,0.2781065088757397,0.5625,0.6100427350427352,1142.2631578947369,28.736842105263122
ecl,Ecolab Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,547.0,373.0,325.0,1245.0,A,High,415.0,Low Risk,0.6685934489402698,0.42011834319526625,0.625,0.6891025641025642,1058.8947368421052,186.1052631578948
hd,Home Depot Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,BB,Medium,B,Medium,230.0,317.0,205.0,752.0,BB,Medium,250.66666666666666,High Risk,0.05780346820809246,0.309664694280079,0.32499999999999996,0.16239316239316237,918.5769230769231,-166.5769230769231
dte,DTE Energy Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,A,High,BB,Medium,B,Medium,592.0,313.0,210.0,1115.0,BBB,High,371.6666666666667,Medium Risk,0.7552986512524085,0.3017751479289941,0.3375,0.5502136752136754,1190.6333333333334,-75.63333333333344
eix,Edison International,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,A,High,BB,Medium,700.0,513.0,315.0,1528.0,A,High,509.3333333333333,Low Risk,0.9633911368015415,0.6962524654832347,0.6,0.9914529914529916,1190.6333333333334,337.36666666666656
glw,Corning Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,B,Medium,B,Medium,B,Medium,200.0,200.0,200.0,600.0,B,Medium,200.0,High Risk,0.0,0.07889546351084814,0.3125,0.0,933.0,-333.0
dva,DaVita Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,B,Medium,BB,Medium,BB,Medium,260.0,332.0,300.0,892.0,BB,Medium,297.3333333333333,Medium Risk,0.11560693641618497,0.33925049309664695,0.5625,0.31196581196581197,938.7647058823529,-46.76470588235293
wdc,Western Digital Corp,USD,NASDAQ NMS - GLOBAL MARKET,Technology,A,High,BB,Medium,B,Medium,545.0,339.0,260.0,1144.0,BBB,High,381.3333333333333,Low Risk,0.6647398843930636,0.35305719921104545,0.4625,0.5811965811965812,1031.3174603174602,112.68253968253975
gs,Goldman Sachs Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,525.0,305.0,305.0,1135.0,BBB,High,378.3333333333333,Low Risk,0.6262042389210019,0.28599605522682453,0.5750000000000001,0.5715811965811967,909.3333333333334,225.66666666666663
dxc,DXC Technology Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,505.0,326.0,305.0,1136.0,BBB,High,378.6666666666667,Low Risk,0.5876685934489403,0.3274161735700198,0.5750000000000001,0.5726495726495727,1031.3174603174602,104.68253968253975
etn,Eaton Corporation PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Electrical Equipment,A,High,BB,Medium,BB,Medium,520.0,328.0,320.0,1168.0,BBB,High,389.3333333333333,Low Risk,0.6165703275529866,0.3313609467455622,0.6125,0.606837606837607,933.0,235.0
ed,Consolidated Edison Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,700.0,358.0,300.0,1358.0,A,High,452.6666666666667,Low Risk,0.9633911368015415,0.3905325443786983,0.5625,0.80982905982906,1190.6333333333334,167.36666666666656
hsy,Hershey Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,525.0,361.0,300.0,1186.0,BBB,High,395.3333333333333,Low Risk,0.6262042389210019,0.3964497041420119,0.5625,0.6260683760683762,1131.0714285714287,54.92857142857133
jnj,Johnson & Johnson,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,565.0,308.0,300.0,1173.0,BBB,High,391.0,Low Risk,0.7032755298651252,0.29191321499013806,0.5625,0.6121794871794873,903.6666666666666,269.33333333333337
jpm,JPMorgan Chase & Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,BB,Medium,505.0,319.0,338.0,1162.0,BBB,High,387.3333333333333,Low Risk,0.5876685934489403,0.3136094674556213,0.6575,0.6004273504273504,898.3103448275862,263.68965517241384
ko,Coca-Cola Co,USD,"NEW YORK STOCK EXCHANGE, INC.",Beverages,B,Medium,B,Medium,B,Medium,200.0,201.0,200.0,601.0,B,Medium,200.33333333333334,High Risk,0.0,0.08086785009861935,0.3125,0.0010683760683760646,1061.0,-460.0
kmx,Carmax Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,BB,Medium,251.0,237.0,300.0,788.0,BB,Medium,262.6666666666667,High Risk,0.09826589595375723,0.15187376725838264,0.5625,0.20085470085470092,918.5769230769231,-130.5769230769231
ldos,Leidos Holdings Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1047.857142857143,52.14285714285711
leg,Leggett & Platt Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,945.55,154.45000000000005
mcd,McDonald's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,BB,Medium,505.0,326.0,305.0,1136.0,BBB,High,378.6666666666667,Low Risk,0.5876685934489403,0.3274161735700198,0.5750000000000001,0.5726495726495727,918.8636363636364,217.13636363636363
lin,Linde PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,B,Medium,B,Medium,B,Medium,210.0,240.0,275.0,725.0,B,Medium,241.66666666666666,High Risk,0.019267822736030837,0.15779092702169628,0.5,0.13354700854700852,1058.8947368421052,-333.8947368421052
lumn,Lumen Technologies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Telecommunication,A,High,BB,Medium,BB,Medium,535.0,327.0,305.0,1167.0,BBB,High,389.0,Low Risk,0.6454720616570329,0.329388560157791,0.5750000000000001,0.605769230769231,928.3333333333334,238.66666666666663
lyb,LyondellBasell Industries NV,USD,"NEW YORK STOCK EXCHANGE, INC.",Chemicals,A,High,BB,Medium,BB,Medium,587.0,352.0,330.0,1269.0,A,High,423.0,Low Risk,0.7456647398843932,0.378698224852071,0.6375000000000001,0.7147435897435898,1058.8947368421052,210.1052631578948
mco,Moody's Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,B,Medium,515.0,308.0,235.0,1058.0,BBB,High,352.6666666666667,Medium Risk,0.6069364161849711,0.29191321499013806,0.4,0.48931623931623947,909.3333333333334,148.66666666666663
mck,Mckesson Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,500.0,303.0,310.0,1113.0,BBB,High,371.0,Medium Risk,0.5780346820809248,0.2820512820512821,0.5875,0.5480769230769232,938.7647058823529,174.23529411764707
mas,Masco Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Building,A,High,BB,Medium,BB,Medium,522.0,323.0,305.0,1150.0,BBB,High,383.3333333333333,Low Risk,0.6204238921001928,0.32149901380670615,0.5750000000000001,0.5876068376068376,1074.2,75.79999999999995
low,Lowe's Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Retail,B,Medium,B,Medium,B,Medium,218.0,200.0,200.0,618.0,B,Medium,206.0,High Risk,0.034682080924855474,0.07889546351084814,0.3125,0.019230769230769273,918.5769230769231,-300.5769230769231
mdt,Medtronic PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Health Care,A,High,BB,Medium,BB,Medium,515.0,308.0,315.0,1138.0,BBB,High,379.3333333333333,Low Risk,0.6069364161849711,0.29191321499013806,0.6,0.5747863247863249,938.7647058823529,199.23529411764707
mkc,McCormick & Company Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Food Products,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1131.0714285714287,-31.07142857142867
met,MetLife Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,517.0,305.0,305.0,1127.0,BBB,High,375.6666666666667,Low Risk,0.6107899807321773,0.28599605522682453,0.5750000000000001,0.5630341880341881,1012.3703703703703,114.62962962962968
mgm,MGM Resorts International,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,A,High,BB,Medium,B,Medium,500.0,300.0,200.0,1000.0,BBB,High,333.3333333333333,Medium Risk,0.5780346820809248,0.27613412228796846,0.3125,0.4273504273504275,918.8636363636364,81.13636363636363
mmc,Marsh & McLennan Companies Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,1012.3703703703703,87.62962962962968
mo,Altria Group Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Tobacco,A,High,BB,Medium,BB,Medium,500.0,327.0,341.0,1168.0,BBB,High,389.3333333333333,Low Risk,0.5780346820809248,0.329388560157791,0.665,0.606837606837607,1165.0,3.0
bwa,Borgwarner Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Auto Components,B,Medium,B,Medium,B,Medium,260.0,206.0,230.0,696.0,B,Medium,232.0,High Risk,0.11560693641618497,0.09072978303747536,0.38750000000000007,0.10256410256410253,833.3333333333334,-137.33333333333337
mrk,Merck & Co Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500.0,305.0,315.0,1120.0,BBB,High,373.3333333333333,Medium Risk,0.5780346820809248,0.28599605522682453,0.6,0.5555555555555557,903.6666666666666,216.33333333333337
mro,Marathon Oil Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,A,High,BB,Medium,BB,Medium,530.0,313.0,305.0,1148.0,BBB,High,382.6666666666667,Low Risk,0.6358381502890174,0.3017751479289941,0.5750000000000001,0.5854700854700855,1142.2631578947369,5.736842105263122
mpc,Marathon Petroleum Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Energy,AA,Excellent,BB,Medium,BB,Medium,700.0,366.0,315.0,1381.0,A,High,460.3333333333333,Low Risk,0.9633911368015415,0.40631163708086787,0.6,0.8344017094017094,1142.2631578947369,238.73684210526312
ms,Morgan Stanley,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,555.0,303.0,320.0,1178.0,BBB,High,392.6666666666667,Low Risk,0.6840077071290944,0.2820512820512821,0.6125,0.6175213675213677,909.3333333333334,268.66666666666663
mtb,M&T Bank Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Banking,A,High,BB,Medium,B,Medium,500.0,303.0,260.0,1063.0,BBB,High,354.3333333333333,Medium Risk,0.5780346820809248,0.2820512820512821,0.4625,0.4946581196581198,898.3103448275862,164.68965517241384
mtd,Mettler-Toledo International Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,B,Medium,505.0,300.0,240.0,1045.0,BBB,High,348.3333333333333,Medium Risk,0.5876685934489403,0.27613412228796846,0.4125,0.4754273504273504,993.125,51.875
msi,Motorola Solutions Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Communications,A,High,BB,Medium,BB,Medium,505.0,305.0,347.0,1157.0,BBB,High,385.6666666666667,Low Risk,0.5876685934489403,0.28599605522682453,0.68,0.5950854700854701,938.2222222222222,218.77777777777783
nee,Nextera Energy Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,AA,Excellent,BB,Medium,BB,Medium,668.0,306.0,313.0,1287.0,A,High,429.0,Low Risk,0.9017341040462428,0.28796844181459574,0.595,0.7339743589743591,1190.6333333333334,96.36666666666656
msci,MSCI Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Financial Services,A,High,BB,Medium,BB,Medium,580.0,347.0,335.0,1262.0,A,High,420.6666666666667,Low Risk,0.7321772639691715,0.36883629191321504,0.65,0.7072649572649573,909.3333333333334,352.66666666666663
nclh,Norwegian Cruise Line Holdings Ltd,USD,"NEW YORK STOCK EXCHANGE, INC.",Hotels Restaurants and Leisure,BBB,High,BB,Medium,BB,Medium,495.0,306.0,300.0,1101.0,BBB,High,367.0,Medium Risk,0.5684007707129095,0.28796844181459574,0.5625,0.5352564102564102,918.8636363636364,182.13636363636363
ni,NiSource Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Utilities,BB,Medium,BB,Medium,B,Medium,361.0,322.0,223.0,906.0,BBB,High,302.0,Medium Risk,0.31021194605009633,0.31952662721893493,0.37,0.326923076923077,1190.6333333333334,-284.63333333333344
noc,Northrop Grumman Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Aerospace and Defense,A,High,BB,Medium,BB,Medium,505.0,302.0,300.0,1107.0,BBB,High,369.0,Medium Risk,0.5876685934489403,0.2800788954635109,0.5625,0.5416666666666666,1089.7,17.299999999999955
now,ServiceNow Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Technology,A,High,BB,Medium,BB,Medium,550.0,374.0,350.0,1274.0,A,High,424.6666666666667,Low Risk,0.6743737957610789,0.42209072978303747,0.6875,0.7200854700854701,1031.3174603174602,242.68253968253975
nue,Nucor Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Metals and Mining,BB,Medium,BB,Medium,B,Medium,374.0,340.0,225.0,939.0,BBB,High,313.0,Medium Risk,0.3352601156069364,0.35502958579881655,0.375,0.36217948717948734,1028.3333333333333,-89.33333333333326
nlsn,Nielsen Holdings PLC,USD,"NEW YORK STOCK EXCHANGE, INC.",Professional Services,A,High,BB,Medium,BB,Medium,500.0,310.0,300.0,1110.0,BBB,High,370.0,Medium Risk,0.5780346820809248,0.2958579881656805,0.5625,0.544871794871795,1047.857142857143,62.14285714285711
nsc,Norfolk Southern Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Road and Rail,BB,Medium,BB,Medium,BB,Medium,358.0,339.0,330.0,1027.0,BBB,High,342.3333333333333,Medium Risk,0.30443159922928703,0.35305719921104545,0.6375000000000001,0.45619658119658124,1076.3333333333333,-49.33333333333326
nvr,NVR Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,265.0,206.0,205.0,676.0,B,Medium,225.33333333333334,High Risk,0.12524084778420036,0.09072978303747536,0.32499999999999996,0.08119658119658124,945.55,-269.54999999999995
pgr,Progressive Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Insurance,BB,Medium,BB,Medium,B,Medium,350.0,355.0,270.0,975.0,BBB,High,325.0,Medium Risk,0.28901734104046245,0.38461538461538464,0.48750000000000004,0.40064102564102566,1012.3703703703703,-37.370370370370324
pfe,Pfizer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Pharmaceuticals,A,High,BB,Medium,BB,Medium,500.0,300.0,300.0,1100.0,BBB,High,366.6666666666667,Medium Risk,0.5780346820809248,0.27613412228796846,0.5625,0.5341880341880342,903.6666666666666,196.33333333333337
phm,Pultegroup Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Consumer products,B,Medium,B,Medium,B,Medium,215.0,203.0,240.0,658.0,B,Medium,219.33333333333334,High Risk,0.02890173410404623,0.08481262327416178,0.4125,0.06196581196581197,945.55,-287.54999999999995
ph,Parker-Hannifin Corp,USD,"NEW YORK STOCK EXCHANGE, INC.",Machinery,BB,Medium,BB,Medium,B,Medium,325.0,303.0,225.0,853.0,BB,Medium,284.3333333333333,Medium Risk,0.24084778420038538,0.2820512820512821,0.375,0.27029914529914534,1048.047619047619,-195.04761904761904
pki,PerkinElmer Inc,USD,"NEW YORK STOCK EXCHANGE, INC.",Life Sciences Tools and Services,A,High,BB,Medium,BB,Medium,515.0,316.0,325.0,1156.0,BBB,High,385.3333333333333,Low Risk,0.6069364161849711,0.30769230769230776,0.625,0.594017094017094,993.125,162.875
